Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass,AgeatFirstBirth,DietBreadth,GestationLen,HabitatBreadth,HomeRange,LitterSize,LittersPerYear,MaxLongevity,NeonateBodyMass,PopulationDensity,SexualMaturityAge,Terrestriality,TrophicLevel
Chiroptera,Vespertilionidae,Neoromicia,flavescens,Neoromicia flavescens,NA,10.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Neoromicia,helios,Neoromicia helios,NA,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Neoromicia,nanus,Neoromicia nanus,NA,3.88,NA,1,75.56,1,NA,1.86,1.5,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Neoromicia,rendalli,Neoromicia rendalli,NA,6.42,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Neoromicia,somalicus,Neoromicia somalicus,NA,3.53,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Neoromicia,tenuipinnis,Neoromicia tenuipinnis,NA,5.35,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Neoromicia,zuluensis,Neoromicia zuluensis,NA,4.14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,carnivore
Rodentia,Cricetidae,Neotoma,albigula,Neotoma albigula,nocturnal,208.18,NA,2,37,1,0.000197477,2.14,2,92.4,11.21,610.11,94.14,ground dwelling,herbivore
Rodentia,Cricetidae,Neotoma,angustapalata,Neotoma angustapalata,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Neotoma,anthonyi,Neotoma anthonyi,NA,195.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Neotoma,bryanti,Neotoma bryanti,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.92,NA,NA,NA
Rodentia,Cricetidae,Neotoma,bunkeri,Neotoma bunkeri,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Neotoma,cinerea,Neotoma cinerea,nocturnal,285.89,NA,3,29.69,NA,0.03,3.45,1.5,NA,14.4,NA,525,NA,herbivore
Rodentia,Cricetidae,Neotoma,devia,Neotoma devia,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Neotoma,goldmani,Neotoma goldmani,NA,198,NA,NA,NA,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Neotoma,lepida,Neotoma lepida,nocturnal,143.88,NA,1,32.99,2,0.001105651,2.7,3.5,NA,9.36,674.58,94.59,above ground,herbivore
Rodentia,Cricetidae,Neotoma,martinensis,Neotoma martinensis,NA,240.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Neotoma,mexicana,Neotoma mexicana,nocturnal,203,NA,5,33.21,NA,NA,2.59,2,NA,10.4,132.62,59.82,NA,herbivore
Chiroptera,Vespertilionidae,Nyctophilus,timoriensis,Nyctophilus timoriensis,NA,11.02,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Nyctophilus,walkeri,Nyctophilus walkeri,NA,4.44,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Lagomorpha,Ochotonidae,Ochotona,alpina,Ochotona alpina,NA,150,NA,NA,28.98,1,NA,3.07,2,36,8.19,812.4,377.57,ground dwelling,NA
Lagomorpha,Ochotonidae,Ochotona,cansus,Ochotona cansus,NA,68.75,NA,1,24.49,2,0.000567109,3.65,2.25,60,NA,NA,413.84,ground dwelling,herbivore
Lagomorpha,Ochotonidae,Ochotona,collaris,Ochotona collaris,diurnal,129,365,2,NA,1,0.001003006,3.35,2,72,NA,733.17,374.39,ground dwelling,herbivore
Lagomorpha,Ochotonidae,Ochotona,curzoniae,Ochotona curzoniae,both,159.47,NA,1,22.5,2,0.001073894,4.39,3.5,NA,11.2,19000,NA,ground dwelling,herbivore
Lagomorpha,Ochotonidae,Ochotona,dauurica,Ochotona dauurica,NA,131.01,365,3,30,2,NA,5.91,2.25,NA,NA,5490.9,94.39,ground dwelling,herbivore
Lagomorpha,Ochotonidae,Ochotona,huangensis,Ochotona huangensis,NA,105.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lagomorpha,Ochotonidae,Ochotona,hyperborea,Ochotona hyperborea,NA,120,NA,NA,28,1,0.002148301,3.02,NA,NA,9.59,3376.38,NA,ground dwelling,NA
Lagomorpha,Ochotonidae,Ochotona,macrotis,Ochotona macrotis,NA,204.75,NA,NA,NA,1,NA,4.23,2,NA,NA,1200,371.23,ground dwelling,NA
Lagomorpha,Ochotonidae,Ochotona,princeps,Ochotona princeps,diurnal,157.63,NA,2,30.44,1,0.001114724,2.88,2,84,11,774.59,374.39,ground dwelling,herbivore
Lagomorpha,Ochotonidae,Ochotona,pusilla,Ochotona pusilla,NA,142.5,NA,1,21.99,2,NA,8.59,3.5,48,6.74,3279.99,31.87,ground dwelling,herbivore
Lagomorpha,Ochotonidae,Ochotona,roylei,Ochotona roylei,NA,260,NA,NA,NA,1,NA,3,1.5,NA,7,1172.6,335.51,ground dwelling,NA
Artiodactyla,Bovidae,Pelea,capreolus,Pelea capreolus,diurnal,22731.33,NA,2,260.99,1,NA,1,NA,147.96,NA,18.71,NA,ground dwelling,herbivore
Rodentia,Muridae,Pelomys,fallax,Pelomys fallax,NA,120.46,NA,NA,NA,NA,NA,4,NA,NA,NA,983.2,NA,NA,NA
Rodentia,Muridae,Pelomys,isseli,Pelomys isseli,NA,59.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Pelomys,minor,Pelomys minor,NA,49.99,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oecomys,concolor,Oecomys concolor,NA,46.33,NA,NA,NA,1,NA,2.95,4.2,NA,NA,135.08,92.8,above ground,NA
Rodentia,Cricetidae,Oecomys,flavicans,Oecomys flavicans,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oecomys,mamorae,Oecomys mamorae,NA,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oecomys,phaeotis,Oecomys phaeotis,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oecomys,rex,Oecomys rex,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oecomys,roberti,Oecomys roberti,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oecomys,rutilus,Oecomys rutilus,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oecomys,speciosus,Oecomys speciosus,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oecomys,superans,Oecomys superans,NA,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Oenomys,hypoxanthus,Oenomys hypoxanthus,nocturnal,89.84,NA,NA,NA,2,NA,2.81,NA,NA,NA,3737.96,116.96,above ground,NA
Rodentia,Muridae,Oenomys,ornatus,Oenomys ornatus,NA,85.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artiodactyla,Giraffidae,Okapia,johnstoni,Okapia johnstoni,diurnal,230001.14,NA,1,442.99,1,4.63,0.98,1,396,18325.61,1.02,947.05,ground dwelling,herbivore
Rodentia,Echimyidae,Olallamys,albicauda,Olallamys albicauda,NA,273.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Echimyidae,Olallamys,edax,Olallamys edax,nocturnal,206.4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Cricetidae,Oligoryzomys,andinus,Oligoryzomys andinus,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oligoryzomys,arenalis,Oligoryzomys arenalis,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oligoryzomys,chacoensis,Oligoryzomys chacoensis,nocturnal,23,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Oligoryzomys,delticola,Oligoryzomys delticola,nocturnal,29.39,NA,2,NA,1,NA,3.3,NA,NA,NA,NA,NA,above ground,omnivore
Rodentia,Cricetidae,Oligoryzomys,destructor,Oligoryzomys destructor,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oligoryzomys,eliurus,Oligoryzomys eliurus,NA,34.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,930.06,NA,NA,NA
Rodentia,Cricetidae,Oligoryzomys,flavescens,Oligoryzomys flavescens,nocturnal,21.3,NA,2,NA,1,NA,4.95,NA,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Oligoryzomys,fulvescens,Oligoryzomys fulvescens,nocturnal,25,NA,NA,NA,1,NA,3.64,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Cricetidae,Oligoryzomys,griseolus,Oligoryzomys griseolus,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oligoryzomys,longicaudatus,Oligoryzomys longicaudatus,NA,27.54,NA,4,NA,2,0.000641437,4.77,NA,NA,NA,361.16,27.72,above ground,omnivore
Rodentia,Cricetidae,Oligoryzomys,magellanicus,Oligoryzomys magellanicus,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oligoryzomys,microtis,Oligoryzomys microtis,nocturnal,22.5,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Oligoryzomys,nigripes,Oligoryzomys nigripes,nocturnal,20.33,NA,4,NA,1,NA,3.59,NA,NA,NA,2174.57,47.39,above ground,omnivore
Rodentia,Cricetidae,Ondatra,zibethicus,Ondatra zibethicus,both,991.31,365,5,27.86,3,0.003209364,6.55,2.43,120,21.99,NA,198.11,ground dwelling,omnivore
Diprotodontia,Macropodidae,Onychogalea,fraenata,Onychogalea fraenata,NA,4952.05,NA,1,23,1,0.33,1,NA,60,NA,20,209.75,ground dwelling,herbivore
Diprotodontia,Macropodidae,Onychogalea,unguifera,Onychogalea unguifera,NA,6494.73,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Cricetidae,Onychomys,arenicola,Onychomys arenicola,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,galapagoensis,Oryzomys galapagoensis,NA,63.51,NA,NA,NA,NA,NA,NA,NA,20,NA,2290,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,gorgasi,Oryzomys gorgasi,NA,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,hammondi,Oryzomys hammondi,NA,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,keaysi,Oryzomys keaysi,NA,58.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,lamia,Oryzomys lamia,NA,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,laticeps,Oryzomys laticeps,NA,49.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.15,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,legatus,Oryzomys legatus,NA,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,levipes,Oryzomys levipes,NA,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,macconnelli,Oryzomys macconnelli,nocturnal,66.49,NA,3,NA,1,NA,NA,NA,NA,NA,52.08,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Oryzomys,melanotis,Oryzomys melanotis,NA,49.99,NA,NA,NA,2,NA,3.88,NA,NA,NA,1023.95,NA,above ground,NA
Rodentia,Cricetidae,Oryzomys,nitidus,Oryzomys nitidus,nocturnal,55.19,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Oryzomys,palustris,Oryzomys palustris,nocturnal,53.26,NA,5,24.74,2,0.002784913,4.08,NA,28.5,3.49,534.88,49.92,ground dwelling,omnivore
Rodentia,Cricetidae,Oryzomys,polius,Oryzomys polius,NA,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Oryzomys,russatus,Oryzomys russatus,nocturnal,60.5,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Neotoma,micropus,Neotoma micropus,both,255.14,NA,5,34,NA,0.000200287,2.5,2,27,11.7,2520.91,172.7,NA,herbivore
Rodentia,Cricetidae,Neotoma,nelsoni,Neotoma nelsoni,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Neotoma,palatina,Neotoma palatina,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Neotoma,phenax,Neotoma phenax,NA,227.49,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,herbivore
Rodentia,Cricetidae,Neotoma,stephensi,Neotoma stephensi,NA,149.22,NA,3,31.65,NA,NA,1.06,1.9,NA,10.6,NA,324.33,NA,omnivore
Rodentia,Cricetidae,Neotomodon,alstoni,Neotomodon alstoni,nocturnal,44.64,NA,NA,27.29,2,0.001524967,3.2,2.5,NA,3.4,3379.42,106.63,ground dwelling,NA
Rodentia,Cricetidae,Neotomys,ebriosus,Neotomys ebriosus,NA,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artiodactyla,Bovidae,Neotragus,batesi,Neotragus batesi,both,2967.45,365,4,181.24,1,NA,1,NA,168,499.99,NA,366.52,ground dwelling,herbivore
Artiodactyla,Bovidae,Neotragus,moschatus,Neotragus moschatus,both,5639.01,NA,5,180,1,NA,1,NA,168,NA,17.32,197.64,ground dwelling,herbivore
Artiodactyla,Bovidae,Neotragus,pygmaeus,Neotragus pygmaeus,both,3913.68,NA,4,180,NA,NA,1,NA,168,NA,NA,NA,NA,herbivore
Rodentia,Muridae,Nesokia,indica,Nesokia indica,NA,178.08,NA,2,17,NA,NA,4.18,NA,NA,NA,NA,NA,NA,herbivore
Lagomorpha,Leporidae,Nesolagus,netscheri,Nesolagus netscheri,nocturnal,1511.67,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Nesomyidae,Nesomys,rufus,Nesomys rufus,both,163.96,NA,2,NA,NA,0.003902215,NA,NA,NA,NA,NA,NA,NA,herbivore
Soricomorpha,Talpidae,Neurotrichus,gibbsii,Neurotrichus gibbsii,both,9.56,NA,4,21.27,2,0.002858953,2.99,1,NA,0.6,1413.5,NA,ground dwelling,omnivore
Rodentia,Cricetidae,Neusticomys,monticolus,Neusticomys monticolus,NA,39.5,NA,NA,NA,1,NA,1.94,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Neusticomys,mussoi,Neusticomys mussoi,NA,40,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Neusticomys,oyapocki,Neusticomys oyapocki,NA,47,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,carnivore
Rodentia,Cricetidae,Neusticomys,peruviensis,Neusticomys peruviensis,NA,40,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,carnivore
Rodentia,Cricetidae,Neusticomys,venezuelae,Neusticomys venezuelae,NA,47.1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,carnivore
Dasyuromorphia,Dasyuridae,Ningaui,ridei,Ningaui ridei,both,9.42,NA,NA,13.49,1,NA,5.99,2,24,0.004998342,NA,328.8,ground dwelling,NA
Dasyuromorphia,Dasyuridae,Ningaui,timealeyi,Ningaui timealeyi,both,6.37,NA,NA,NA,1,NA,5.7,2,24,NA,NA,NA,ground dwelling,NA
Dasyuromorphia,Dasyuridae,Ningaui,yvonnae,Ningaui yvonnae,both,9.3,NA,NA,NA,1,NA,7,2,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Muridae,Niviventer,coninga,Niviventer coninga,NA,80.65,NA,NA,NA,NA,NA,2.37,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Niviventer,cremoriventer,Niviventer cremoriventer,NA,71.54,NA,NA,NA,NA,NA,3.7,NA,NA,NA,23.91,NA,NA,NA
Rodentia,Muridae,Niviventer,culturatus,Niviventer culturatus,NA,81.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Niviventer,fulvescens,Niviventer fulvescens,NA,81.79,NA,NA,NA,NA,NA,4.41,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Niviventer,niviventer,Niviventer niviventer,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,3.75,NA,NA,NA,NA
Rodentia,Muridae,Niviventer,rapit,Niviventer rapit,NA,79.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Noctilionidae,Noctilio,albiventris,Noctilio albiventris,both,31.46,NA,3,NA,1,NA,0.99,NA,NA,6.16,NA,NA,above ground,omnivore
Chiroptera,Noctilionidae,Noctilio,leporinus,Noctilio leporinus,NA,29.93,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Primates,Hylobatidae,Nomascus,concolor,Nomascus concolor,diurnal,6410.47,3285,5,205.81,1,1.05,1.01,NA,529.2,NA,6.17,2454.24,above ground,omnivore
Primates,Hylobatidae,Nomascus,leucogenys,Nomascus leucogenys,diurnal,7320,NA,NA,NA,NA,NA,NA,NA,NA,497.33,NA,NA,NA,NA
Rodentia,Cricetidae,Notiomys,edwardsii,Notiomys edwardsii,NA,21.3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,ground dwelling,carnivore
Rodentia,Muridae,Notomys,alexis,Notomys alexis,NA,32.34,NA,NA,32.67,NA,NA,4.01,NA,62.4,2.29,NA,76.7,NA,NA
Rodentia,Muridae,Notomys,aquilo,Notomys aquilo,nocturnal,38.99,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,omnivore
Rodentia,Muridae,Notomys,cervinus,Notomys cervinus,NA,34.79,NA,NA,41.54,NA,NA,2.95,NA,NA,NA,NA,183.07,NA,NA
Rodentia,Muridae,Notomys,fuscus,Notomys fuscus,nocturnal,39.28,NA,5,34.99,2,NA,3.07,NA,NA,NA,NA,81.36,ground dwelling,omnivore
Rodentia,Muridae,Notomys,mitchellii,Notomys mitchellii,NA,42.8,NA,NA,35.97,NA,NA,3.28,NA,NA,NA,NA,78.91,NA,NA
Chiroptera,Pteropodidae,Notopteris,macdonaldi,Notopteris macdonaldi,NA,68.17,NA,NA,NA,1,NA,0.99,NA,NA,NA,NA,NA,above ground,NA
Notoryctemorphia,Notoryctidae,Notoryctes,typhlops,Notoryctes typhlops,both,55,NA,2,NA,2,NA,1,NA,18,NA,NA,NA,ground dwelling,omnivore
Chiroptera,Vespertilionidae,Nyctalus,lasiopterus,Nyctalus lasiopterus,NA,45.98,NA,1,NA,1,NA,1.82,NA,NA,5.6,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Nyctalus,leisleri,Nyctalus leisleri,NA,12.47,NA,NA,NA,1,NA,1.73,1,NA,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Nyctalus,noctula,Nyctalus noctula,NA,28.48,365,1,72.24,1,NA,1.33,1,144,5.57,NA,415.81,above ground,carnivore
Carnivora,Canidae,Nyctereutes,procyonoides,Nyctereutes procyonoides,nocturnal,4214.99,730,6,61.84,1,1.15,6.36,NA,168,87.42,12.02,326.63,ground dwelling,omnivore
Chiroptera,Nycteridae,Nycteris,arge,Nycteris arge,NA,10.79,NA,NA,NA,1,NA,0.98,NA,NA,4,NA,NA,above ground,NA
Chiroptera,Nycteridae,Nycteris,gambiensis,Nycteris gambiensis,NA,7.13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Nycteridae,Nycteris,grandis,Nycteris grandis,NA,29.8,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Nycteridae,Nycteris,hispida,Nycteris hispida,NA,7.98,NA,NA,91.24,1,NA,0.99,1,NA,NA,NA,NA,above ground,NA
Chiroptera,Nycteridae,Nycteris,javanica,Nycteris javanica,NA,17.78,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Nycteridae,Nycteris,macrotis,Nycteris macrotis,NA,14.49,NA,1,78.21,1,NA,0.99,2.25,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Nycteridae,Nycteris,madagascariensis,Nycteris madagascariensis,NA,17.69,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,carnivore
Chiroptera,Nycteridae,Nycteris,nana,Nycteris nana,NA,6.98,NA,NA,107.97,1,NA,1,1,NA,NA,NA,NA,above ground,NA
Chiroptera,Nycteridae,Nycteris,thebaica,Nycteris thebaica,NA,9.2,NA,1,114.95,1,NA,1,1.5,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Nycteridae,Nycteris,tragata,Nycteris tragata,NA,14.4,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Nycteridae,Nycteris,woodi,Nycteris woodi,NA,7.6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Primates,Lorisidae,Nycticebus,bengalensis,Nycticebus bengalensis,NA,1137.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primates,Lorisidae,Nycticebus,coucang,Nycticebus coucang,nocturnal,924.55,932.57,6,191.09,1,NA,1.12,NA,318,50.47,20,660.82,above ground,omnivore
Primates,Lorisidae,Nycticebus,pygmaeus,Nycticebus pygmaeus,NA,342.32,NA,NA,185.42,NA,NA,1.75,NA,NA,19.89,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Nycticeinops,schlieffeni,Nycticeinops schlieffeni,NA,5.05,NA,1,78.63,1,NA,2.54,1,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Nycticeius,humeralis,Nycticeius humeralis,NA,9.12,NA,NA,NA,1,NA,1.94,1,60,1.73,NA,NA,above ground,NA
Chiroptera,Pteropodidae,Nyctimene,aello,Nyctimene aello,NA,85.26,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Pteropodidae,Nyctimene,albiventer,Nyctimene albiventer,NA,29.95,NA,1,NA,1,NA,0.98,2,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Pteropodidae,Nyctimene,cephalotes,Nyctimene cephalotes,NA,44.92,NA,NA,NA,1,NA,0.98,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Pteropodidae,Nyctimene,certans,Nyctimene certans,NA,43.24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Pteropodidae,Nyctimene,cyclotis,Nyctimene cyclotis,NA,48.83,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Pteropodidae,Nyctimene,draconilla,Nyctimene draconilla,NA,30.15,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,omnivore
Chiroptera,Pteropodidae,Nyctimene,major,Nyctimene major,NA,107.06,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Pteropodidae,Nyctimene,malaitensis,Nyctimene malaitensis,NA,78.39,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Pteropodidae,Nyctimene,masalai,Nyctimene masalai,NA,53.2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Pteropodidae,Nyctimene,rabori,Nyctimene rabori,NA,68.25,365,1,138.16,1,NA,1,1,NA,NA,30,295.82,above ground,herbivore
Chiroptera,Pteropodidae,Nyctimene,robinsoni,Nyctimene robinsoni,NA,48.83,NA,1,NA,1,NA,0.99,1,NA,NA,NA,NA,above ground,herbivore
Chiroptera,Pteropodidae,Nyctimene,vizcaccia,Nyctimene vizcaccia,NA,41.96,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Molossidae,Nyctinomops,aurispinosus,Nyctinomops aurispinosus,NA,18.43,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Molossidae,Nyctinomops,femorosaccus,Nyctinomops femorosaccus,NA,15.04,NA,1,NA,1,NA,0.99,1,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Molossidae,Nyctinomops,laticaudatus,Nyctinomops laticaudatus,NA,13.12,NA,NA,NA,1,NA,0.99,1,NA,4.01,NA,NA,above ground,NA
Chiroptera,Molossidae,Nyctinomops,macrotis,Nyctinomops macrotis,NA,16.38,NA,1,NA,1,NA,0.99,1,NA,4.94,NA,NA,above ground,carnivore
Rodentia,Cricetidae,Nyctomys,sumichrasti,Nyctomys sumichrasti,nocturnal,59.99,NA,6,33.98,1,NA,2,8.57,62.4,4.33,NA,NA,above ground,herbivore
Chiroptera,Vespertilionidae,Nyctophilus,arnhemensis,Nyctophilus arnhemensis,NA,6.83,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Nyctophilus,bifax,Nyctophilus bifax,NA,9.89,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Nyctophilus,gouldi,Nyctophilus gouldi,NA,11.32,NA,1,22.94,1,NA,1.54,NA,NA,1.65,NA,326.81,above ground,carnivore
Chiroptera,Vespertilionidae,Nyctophilus,microtis,Nyctophilus microtis,NA,7.29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Lagomorpha,Ochotonidae,Ochotona,rufescens,Ochotona rufescens,diurnal,250,NA,NA,25.75,2,NA,6.05,4,NA,11.4,5999.99,61.02,ground dwelling,NA
Rodentia,Cricetidae,Ochrotomys,nuttalli,Ochrotomys nuttalli,both,22.81,NA,3,29.1,2,0.003362546,2.62,NA,30,2.7,302.33,NA,above ground,omnivore
