Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass,AgeatFirstBirth,DietBreadth,GestationLen,HabitatBreadth,HomeRange,LitterSize,LittersPerYear,MaxLongevity,NeonateBodyMass,PopulationDensity,SexualMaturityAge,Terrestriality,TrophicLevel
Primates,Hylobatidae,Hylobates,klossii,Hylobates klossii,diurnal,5822.29,NA,3,207.59,1,0.14,1.01,0.42,NA,NA,16.62,NA,above ground,omnivore
Primates,Hylobatidae,Hylobates,lar,Hylobates lar,diurnal,5578.61,3398.15,4,212.91,NA,0.32,1.01,NA,480,398.86,6.6,3852.57,NA,omnivore
Carnivora,Herpestidae,Herpestes,vitticollis,Herpestes vitticollis,both,2380,NA,NA,NA,1,NA,2.73,NA,NA,NA,NA,NA,ground dwelling,NA
Chiroptera,Vespertilionidae,Hesperoptenus,blanfordi,Hesperoptenus blanfordi,NA,6.91,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Heteromyidae,Heteromys,gaumeri,Heteromys gaumeri,NA,63.59,NA,2,NA,1,NA,2.95,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Heteromyidae,Heteromys,nelsoni,Heteromys nelsoni,NA,67.55,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Heteromyidae,Heteromys,oresterus,Heteromys oresterus,NA,74.8,NA,2,NA,1,NA,3.41,NA,NA,NA,NA,NA,ground dwelling,herbivore
Chiroptera,Phyllostomidae,Lampronycteris,brachyotis,Lampronycteris brachyotis,NA,10.39,NA,2,NA,1,NA,0.98,NA,NA,NA,NA,NA,above ground,omnivore
Rodentia,Sciuridae,Lariscus,hosei,Lariscus hosei,NA,180,NA,NA,NA,1,NA,1.94,NA,NA,NA,NA,NA,ground dwelling,NA
Rodentia,Sciuridae,Lariscus,insignis,Lariscus insignis,NA,174.41,NA,2,NA,1,0.008112981,NA,NA,NA,NA,NA,NA,ground dwelling,herbivore
Rodentia,Sciuridae,Lariscus,obscurus,Lariscus obscurus,diurnal,241.19,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,above ground,omnivore
Chiroptera,Vespertilionidae,Lasionycteris,noctivagans,Lasionycteris noctivagans,NA,11.02,NA,1,53.55,1,NA,1.77,1,144,1.92,NA,154.68,above ground,carnivore
Chiroptera,Vespertilionidae,Lasiurus,borealis,Lasiurus borealis,NA,12.33,NA,1,84.21,1,NA,3.12,1,NA,4.29,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Lasiurus,castaneus,Lasiurus castaneus,NA,12.51,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Lasiurus,cinereus,Lasiurus cinereus,NA,27.06,NA,1,57.18,1,NA,1.96,1,25.2,5.12,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Lasiurus,ebenus,Lasiurus ebenus,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Lasiurus,ega,Lasiurus ega,NA,12.2,NA,1,96.22,1,NA,2.14,1,NA,NA,NA,377.37,above ground,carnivore
Chiroptera,Vespertilionidae,Lasiurus,intermedius,Lasiurus intermedius,NA,22.96,NA,NA,NA,1,NA,2.97,1,NA,1.73,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Lasiurus,seminolus,Lasiurus seminolus,NA,9.88,NA,1,NA,1,NA,2.68,1,NA,1.07,NA,NA,above ground,carnivore
Chiroptera,Megadermatidae,Lavia,frons,Lavia frons,NA,23.8,NA,1,93.86,1,NA,0.99,1,NA,NA,NA,NA,above ground,carnivore
Rodentia,Muridae,Leggadina,forresti,Leggadina forresti,NA,23.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.53,NA,NA
Rodentia,Muridae,Leggadina,lakedownensis,Leggadina lakedownensis,NA,17.5,NA,NA,32.99,NA,NA,NA,NA,NA,NA,NA,91.53,NA,NA
Rodentia,Muridae,Leimacomys,buettneri,Leimacomys buettneri,NA,54.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Lemmiscus,curtatus,Lemmiscus curtatus,both,28.27,NA,4,25.16,2,NA,5.11,NA,NA,1.47,589.92,60.62,ground dwelling,herbivore
Didelphimorphia,Didelphidae,Marmosa,andersoni,Marmosa andersoni,nocturnal,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Didelphimorphia,Didelphidae,Marmosa,lepida,Marmosa lepida,nocturnal,14,NA,NA,NA,NA,NA,4.99,NA,NA,NA,NA,NA,NA,NA
Didelphimorphia,Didelphidae,Marmosa,mexicana,Marmosa mexicana,nocturnal,49.06,NA,3,NA,2,NA,11.6,NA,84,NA,NA,NA,above ground,omnivore
Didelphimorphia,Didelphidae,Marmosa,murina,Marmosa murina,nocturnal,36.28,NA,3,13.27,2,NA,8.4,NA,NA,0.09,55.8,NA,above ground,omnivore
Didelphimorphia,Didelphidae,Marmosa,robinsoni,Marmosa robinsoni,nocturnal,60.57,NA,3,13.83,2,0.00155313,9.5,1.5,24,0.08,189.03,253.82,above ground,omnivore
Didelphimorphia,Didelphidae,Marmosa,rubra,Marmosa rubra,nocturnal,62.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Didelphimorphia,Didelphidae,Marmosa,tyleriana,Marmosa tyleriana,nocturnal,32.4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
Didelphimorphia,Didelphidae,Marmosa,xerophila,Marmosa xerophila,nocturnal,46.2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Didelphimorphia,Didelphidae,Marmosops,cracens,Marmosops cracens,nocturnal,26.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Didelphimorphia,Didelphidae,Marmosops,dorothea,Marmosops dorothea,nocturnal,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Didelphimorphia,Didelphidae,Marmosops,fuscatus,Marmosops fuscatus,nocturnal,45.15,NA,2,NA,2,NA,5.47,2,NA,NA,88.57,185.61,above ground,omnivore
Didelphimorphia,Didelphidae,Marmosops,handleyi,Marmosops handleyi,nocturnal,30.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Didelphimorphia,Didelphidae,Marmosops,impavidus,Marmosops impavidus,nocturnal,41.71,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Didelphimorphia,Didelphidae,Marmosops,invictus,Marmosops invictus,nocturnal,29.19,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,above ground,omnivore
Primates,Hylobatidae,Hylobates,moloch,Hylobates moloch,diurnal,5860.81,NA,4,241.2,NA,0.12,1,0.42,NA,NA,6.18,NA,NA,omnivore
Primates,Hylobatidae,Hylobates,muelleri,Hylobates muelleri,diurnal,5909.81,NA,4,206.7,NA,0.26,1.02,NA,NA,NA,10.2,NA,NA,omnivore
Primates,Hylobatidae,Hylobates,pileatus,Hylobates pileatus,diurnal,5542.37,NA,5,200.16,1,0.23,1,NA,432,NA,23.7,2454.24,above ground,omnivore
Artiodactyla,Suidae,Hylochoerus,meinertzhageni,Hylochoerus meinertzhageni,both,198130.47,532.29,2,151,1,NA,4,NA,216,NA,1.5,521.59,ground dwelling,herbivore
Erinaceomorpha,Erinaceidae,Hylomys,suillus,Hylomys suillus,both,57.61,NA,2,32.71,2,0.001894621,2.29,2,NA,NA,156.67,NA,above ground,omnivore
Rodentia,Muridae,Hylomyscus,aeta,Hylomyscus aeta,nocturnal,22.13,NA,NA,NA,2,NA,4.18,NA,NA,NA,NA,NA,above ground,NA
Rodentia,Muridae,Hylomyscus,alleni,Hylomyscus alleni,NA,19.94,NA,NA,29,NA,NA,3,NA,NA,1.5,NA,NA,NA,NA
